time,target_x_deg,target_y_deg,gimbal_pitch_rad,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_z,angular_x,angular_y,angular_z,vel_x,vel_y,vel_z
1769096179.876867,,,,0.18064867,-0.181351796,-0.044359956,0.965665519,262.2026367,156.6428986,114.8360901,0.063278042,0.047967784,0.049487084,-6.259654045,-3.237207651,-2.746616602
1769096179.881402,,,,,,,,,,,,,,,,
1769096179.882667,,,0.023408353,,,,,,,,,,,,,
1769096179.891191,,,,0.180851281,-0.181533188,-0.044254988,0.965598345,262.0862732,156.5825653,114.7843933,0.054059926,0.027013445,-0.025886163,-6.260574818,-3.250227928,-2.810706139
1769096179.891789,,,,,,,,,,,,,,,,
1769096179.891959,-0.35767585,-4.592416763,,,,,,,,,,,,,,
1769096179.899004,,,0.023408353,,,,,,,,,,,,,
1769096179.907677,,,,0.181423768,-0.181315675,-0.043840099,0.965550661,262.0862732,156.5825653,114.7843933,0.090929255,0.025852151,-0.067680381,-6.260574818,-3.250227928,-2.810706139
1769096179.907917,-0.35767585,-4.592416763,,,,,,,,,,,,,,
1769096179.916795,,,0.023408353,,,,,,,,,,,,,
1769096179.919112,,,,,,,,,,,,,,,,
1769096179.925361,,,,0.182088956,-0.181403607,-0.043300904,0.9654333,261.9501953,156.5119476,114.7230301,0.081607953,0.02962959,-0.031227434,-6.281208038,-3.270849943,-2.843512535
1769096179.929181,,,,,,,,,,,,,,,,
1769096179.929351,-0.314828783,-4.663535118,,,,,,,,,,,,,,
1769096179.933046,,,0.023408353,,,,,,,,,,,,,
1769096179.944544,,,,0.182803184,-0.181203216,-0.042601895,0.965367019,261.8149719,156.4416046,114.6618729,0.123962089,-0.0190953,-0.005793366,-6.308355331,-3.292432308,-2.857695103
1769096179.947079,,,,,,,,,,,,,,,,
1769096179.947796,-0.314828783,-4.663535118,,,,,,,,,,,,,,
1769096179.950691,,,0.023408353,,,,,,,,,,,,,
1769096179.954470,,,,,,,,,,,,,,,,
1769096179.959219,,,,0.183334664,-0.181577548,-0.042173054,0.965214789,261.6984253,156.3807678,114.6129379,0.073075108,0.070030436,-0.061449338,-6.308617592,-3.300383091,-2.889077663
1769096179.965671,,,0.023408353,,,,,,,,,,,,,
1769096179.966268,,,,,,,,,,,,,,,,
1769096179.968090,,,,,,,,,,,,,,,,
1769096179.968238,-0.229196295,-5.033473015,,,,,,,,,,,,,,
1769096179.974622,,,,0.184161142,-0.181590572,-0.041386265,0.965089023,261.4563904,156.278183,114.5601654,0.018830141,0.119678721,-0.06598682,-6.466107845,-3.326716423,-2.822637558
1769096179.982790,,,0.023408353,,,,,,,,,,,,,
1769096179.988053,-0.229196295,-5.033473015,,,,,,,,,,,,,,
1769096179.990625,,,,0.184797689,-0.182152525,-0.041056253,0.96487546,261.4563904,156.278183,114.5601654,0.048512172,0.090328634,-0.039833132,-6.466107845,-3.326716423,-2.822637558
1769096179.998248,,,0.021733891,,,,,,,,,,,,,
1769096180.007779,,,,0.185207292,-0.18277207,-0.040620591,0.964698255,261.3160095,156.2063599,114.4991379,0.061226815,0.060604006,0.03704907,-6.510933876,-3.320624113,-2.812055588
1769096180.008248,-0.229196295,-5.033473015,,,,,,,,,,,,,,
1769096180.012665,,,,,,,,,,,,,,,,
1769096180.018044,,,0.02006026,,,,,,,,,,,,,
1769096180.024994,,,,0.185315862,-0.18317768,-0.040200602,0.964618087,261.1949463,156.1446228,114.4469604,0.028719602,0.100199215,-0.055471785,-6.532239437,-3.3361938,-2.816882372
1769096180.027785,,,,,,,,,,,,,,,,
1769096180.027889,-0.143374756,-5.03344202,,,,,,,,,,,,,,
1769096180.035225,,,0.02006026,,,,,,,,,,,,,
1769096180.041214,,,,,,,,,,,,,,,,
1769096180.041955,,,,0.185963303,-0.183565125,-0.039469454,0.964449942,261.0506287,156.0706177,114.3835754,0.074639201,0.049937561,-0.042368717,-6.565774918,-3.354848385,-2.816828012
1769096180.048397,,,,,,,,,,,,,,,,
1769096180.048551,-0.028979952,-5.14726305,,,,,,,,,,,,,,
1769096180.051482,,,0.01838663,,,,,,,,,,,,,
1769096180.061311,,,,0.186152846,-0.183839276,-0.039380081,0.964364767,260.9281921,156.0079956,114.3312607,0.010376345,0.041436046,0.000333473,-6.596040249,-3.360240698,-2.807797432
1769096180.062314,,,,,,,,,,,,,,,,
1769096180.066730,,,0.01838663,,,,,,,,,,,,,
1769096180.067824,,,,,,,,,,,,,,,,
1769096180.067888,-0.028979952,-5.14726305,,,,,,,,,,,,,,
1769096180.075516,,,,0.186382756,-0.183855459,-0.039003734,0.96433264,260.7843628,155.9346924,114.2697678,0.047859024,0.019836493,-0.028283995,-6.612002373,-3.36270833,-2.843727827
1769096180.083082,,,0.01838663,,,,,,,,,,,,,
1769096180.089035,,,,,,,,,,,,,,,,
1769096180.089312,0.028217595,-5.34649992,,,,,,,,,,,,,,
1769096180.092163,,,,0.187186077,-0.183762178,-0.038901549,0.964198947,260.7843628,155.9346924,114.2697678,0.030017383,-0.004259361,-0.030649953,-6.612002373,-3.36270833,-2.843727827
1769096180.102154,,,0.01838663,,,,,,,,,,,,,
1769096180.107949,0.028217595,-5.34649992,,,,,,,,,,,,,,
1769096180.112258,,,,0.187280595,-0.183547422,-0.038457889,0.96423924,260.6394653,155.8612061,114.2182693,0.042974621,-0.001387708,0.046537243,-6.636868954,-3.363489628,-2.839788198
1769096180.131925,0.028217595,-5.34649992,,,,,,,,,,,,,,
1769096180.133186,,,0.01838663,,,,,,,,,,,,,
1769096180.139170,,,0.01838663,,,,,,,,,,,,,
1769096180.142112,,,,,,,,,,,,,,,,
1769096180.142170,,,,0.186919972,-0.183403343,-0.038694706,0.964327216,260.3702087,155.7249756,114.1038361,-0.058593377,0.003304827,0.020462498,-6.702150345,-3.39866519,-2.848316669
1769096180.148672,,,,,,,,,,,,,,,,
1769096180.148866,0.071128778,-5.503064632,,,,,,,,,,,,,,
1769096180.150834,,,0.01838663,,,,,,,,,,,,,
1769096180.159472,,,,0.187430173,-0.183335125,-0.037939642,0.964271128,260.2250366,155.6516266,114.0416183,-0.060065631,0.033294704,-0.03579805,-6.711584568,-3.40171361,-2.906377554
1769096180.164019,,,,,,,,,,,,,,,,
1769096180.167675,0.071128778,-5.503064632,,,,,,,,,,,,,,
1769096180.168850,,,0.01838663,,,,,,,,,,,,,
1769096180.170339,,,,,,,,,,,,,,,,
1769096180.175418,,,,0.187374502,-0.183637261,-0.038551118,0.964200199,260.2250366,155.6516266,114.0416183,-0.063097686,0.056136597,0.000047852,-6.711584568,-3.40171361,-2.906377554
1769096180.183357,,,0.01838663,,,,,,,,,,,,,
1769096180.188330,,,,,,,,,,,,,,,,
1769096180.188588,0.199903429,-5.374966621,,,,,,,,,,,,,,
1769096180.191890,,,,0.187717438,-0.183872879,-0.038941041,0.964072943,259.99823,155.5505524,114.0398331,-0.040441357,0.039709855,-0.034441963,-6.857721329,-3.466748714,-2.873938322
1769096180.200115,,,0.01838663,,,,,,,,,,,,,
1769096180.201202,,,,,,,,,,,,,,,,
1769096180.208425,,,,,,,,,,,,,,,,
1769096180.208594,0.185596362,-5.389197826,,,,,,,,,,,,,,
1769096180.210464,,,,0.187912792,-0.184214637,-0.039593805,0.963943005,259.848877,155.4747467,113.976944,-0.096434645,0.040796019,-0.023967195,-6.879385471,-3.495717049,-2.907011509
1769096180.217397,,,0.01838663,,,,,,,,,,,,,
1769096180.226374,,,,,,,,,,,,,,,,
1769096180.228296,,,,0.188142911,-0.184223577,-0.039987758,0.963880122,259.6992798,155.3986664,113.9139557,-0.001920649,0.005673376,0.004878611,-6.919633865,-3.515257835,-2.896811485
1769096180.228518,,,,,,,,,,,,,,,,
1769096180.228645,0.343008876,-5.474625111,,,,,,,,,,,,,,
1769096180.236771,,,0.01838663,,,,,,,,,,,,,
1769096180.243523,,,,0.188099802,-0.184429392,-0.040497396,0.963827968,259.5718994,155.3340912,113.8625793,-0.024357934,0.017867438,-0.008653454,-6.938416004,-3.535382271,-2.914937735
1769096180.247888,0.343008876,-5.474625111,,,,,,,,,,,,,,
1769096180.254240,,,0.01838663,,,,,,,,,,,,,
1769096180.259893,,,,0.188457623,-0.184388414,-0.040617157,0.963760793,259.4224548,155.2578125,113.8059158,-0.01770987,0.004695309,-0.013806379,-6.95487833,-3.557030916,-2.943618059
1769096180.267943,0.343008876,-5.474625111,,,,,,,,,,,,,,
1769096180.274068,,,,,,,,,,,,,,,,
1769096180.275222,,,0.01838663,,,,,,,,,,,,,
1769096180.276663,,,,0.189105257,-0.184347451,-0.040570006,0.96364373,259.4224548,155.2578125,113.8059158,0.02253896,-0.007187031,-0.041416299,-6.95487833,-3.557030916,-2.943618059
1769096180.279541,,,,,,,,,,,,,,,,
1769096180.287977,,,,,,,,,,,,,,,,
1769096180.288290,0.328707367,-5.503090382,,,,,,,,,,,,,,
1769096180.289581,,,0.01838663,,,,,,,,,,,,,
1769096180.294379,,,,0.189308733,-0.184184343,-0.040760018,0.96362704,259.2716064,155.1802521,113.7423325,-0.001117744,0.001238411,-0.033850793,-6.983842373,-3.588973999,-2.92344451
1769096180.301903,,,0.01838663,,,,,,,,,,,,,
1769096180.308939,0.328707367,-5.503090382,,,,,,,,,,,,,,
1769096180.310017,,,,0.189791441,-0.184107289,-0.040878877,0.963541746,259.1417236,155.1135254,113.6883087,0.001424119,0.013305324,0.016747491,-7.006705761,-3.601242781,-2.902601004
1769096180.315762,,,,,,,,,,,,,,,,
1769096180.320164,,,0.01838663,,,,,,,,,,,,,
1769096180.327690,,,,0.189482465,-0.184047356,-0.040773191,0.963618457,258.9880371,155.03479,113.6411057,-0.0082359,0.017343441,0.1104436,-7.027339935,-3.599050283,-2.894079685
1769096180.329026,,,,,,,,,,,,,,,,
1769096180.329315,0.343034983,-5.574260712,,,,,,,,,,,,,,
1769096180.334707,,,0.01838663,,,,,,,,,,,,,
1769096180.349287,0.343034983,-5.574260712,,,,,,,,,,,,,,
1769096180.350039,,,,,,,,,,,,,,,,
1769096180.355917,,,,0.189123169,-0.184121162,-0.040786687,0.963674366,258.8347473,154.9562378,113.5775452,-0.026659949,0.054000176,0.008974,-7.03053093,-3.602941036,-2.943476915
1769096180.357101,,,0.01838663,,,,,,,,,,,,,
1769096180.366981,,,,0.189210236,-0.18456386,-0.040954024,0.963565469,258.8347473,154.9562378,113.5775452,-0.039556779,0.075003766,-0.024578553,-7.03053093,-3.602941036,-2.943476915
1769096180.371561,,,,,,,,,,,,,,,,
1769096180.372073,0.428910941,-5.602757931,,,,,,,,,,,,,,
1769096180.381335,,,0.01838663,,,,,,,,,,,,,
1769096180.384313,,,,,,,,,,,,,,,,
1769096180.387339,,,0.01838663,,,,,,,,,,,,,
1769096180.387704,0.428910941,-5.602757931,,,,,,,,,,,,,,
1769096180.388615,,,,,,,,,,,,,,,,
1769096180.396345,,,,0.189391136,-0.184752882,-0.040454432,0.963514924,258.4660645,154.7767639,113.4869461,0.013154341,0.079634003,0.062444489,-7.217523575,-3.660873175,-2.881817341
1769096180.400710,,,0.01838663,,,,,,,,,,,,,
1769096180.407957,,,,,,,,,,,,,,,,
1769096180.408207,0.486141384,-5.560079575,,,,,,,,,,,,,,
1769096180.410184,,,,0.189253256,-0.185343787,-0.040937062,0.963408053,258.3097839,154.697525,113.4338303,-0.036659595,0.101487994,0.011083324,-7.232105255,-3.669619799,-2.915899754
1769096180.419990,,,0.016713832,,,,,,,,,,,,,
1769096180.427080,,,,0.189445391,-0.186265364,-0.040720735,0.963201702,258.1729126,154.6278381,113.3783951,-0.035029564,0.089503869,-0.029938746,-7.245248795,-3.675584078,-2.93177247
1769096180.427469,,,,,,,,,,,,,,,,
1769096180.427927,0.486141384,-5.560079575,,,,,,,,,,,,,,
1769096180.434358,,,0.013369069,,,,,,,,,,,,,
1769096180.443191,,,,0.189449921,-0.187061444,-0.040777676,0.963044167,258.1729126,154.6278381,113.3783951,0.037075225,0.058323696,0.062952265,-7.245248795,-3.675584078,-2.93177247
1769096180.448830,,,,,,,,,,,,,,,,
1769096180.448984,0.457560241,-5.659707069,,,,,,,,,,,,,,
1769096180.449996,,,,,,,,,,,,,,,,
1769096180.451358,,,0.011696271,,,,,,,,,,,,,
1769096180.463219,,,,0.189266607,-0.187612444,-0.040572759,0.962981582,258.0160217,154.5481567,113.3148117,0.013946805,0.070018075,0.022481773,-7.257544518,-3.689516306,-2.938836575
1769096180.467838,,,,,,,,,,,,,,,,
1769096180.468018,0.386012375,-5.702388287,,,,,,,,,,,,,,
1769096180.471744,,,0.010024305,,,,,,,,,,,,,
1769096180.477977,,,,,,,,,,,,,,,,
1769096180.480008,,,,0.189410627,-0.187744752,-0.040572397,0.96292752,257.8821106,154.4800568,113.2728043,0.03119456,0.055414509,-0.017802184,-7.262673855,-3.718846321,-2.975483656
1769096180.483208,,,,,,,,,,,,,,,,
1769096180.487302,,,0.010024305,,,,,,,,,,,,,
1769096180.490571,,,,,,,,,,,,,,,,
1769096180.490761,0.400371134,-5.816274643,,,,,,,,,,,,,,
1769096180.495147,,,,0.189774528,-0.188230053,-0.040286947,0.962773204,257.7214661,154.3975525,113.206955,0.020718796,0.028541243,0.0252987,-7.285904408,-3.749529123,-2.971667528
1769096180.501086,,,0.008353171,,,,,,,,,,,,,
1769096180.507804,0.400371134,-5.816274643,,,,,,,,,,,,,,
1769096180.509656,,,,0.189383313,-0.188441932,-0.040224265,0.962811351,257.5639954,154.3162842,113.1429596,0.012064506,0.041819226,0.056200653,-7.294407368,-3.773117304,-2.970843315
1769096180.510460,,,,,,,,,,,,,,,,
1769096180.523187,,,0.008353171,,,,,,,,,,,,,
1769096180.527439,,,,0.189511061,-0.188628539,-0.039930478,0.962761879,257.5639954,154.3162842,113.1429596,-0.07617256,0.043078814,-0.048206311,-7.294407368,-3.773117304,-2.970843315
1769096180.530480,,,,,,,,,,,,,,,,
1769096180.530628,0.371794522,-5.987105846,,,,,,,,,,,,,,
1769096180.536390,,,0.008353171,,,,,,,,,,,,,
1769096180.543466,,,,,,,,,,,,,,,,
1769096180.544130,,,,0.189737558,-0.189053074,-0.04035427,0.962616384,257.4252014,154.2444763,113.0861359,-0.063728817,0.052268211,0.002188371,-7.302939415,-3.783406019,-2.983535528
1769096180.548546,,,,,,,,,,,,,,,,
1769096180.548905,0.357524425,-6.143712997,,,,,,,,,,,,,,
1769096180.555576,,,0.006682037,,,,,,,,,,,,,
1769096180.564229,,,,0.189880326,-0.189334959,-0.040719204,0.96251744,257.2663269,154.1625061,113.0342407,-0.038951561,0.025428722,0.040085219,-7.338579178,-3.791778326,-2.950025082
1769096180.568188,,,0.006682037,,,,,,,,,,,,,
1769096180.568583,0.357524425,-6.143712997,,,,,,,,,,,,,,
1769096180.569996,,,,,,,,,,,,,,,,
1769096180.576215,,,,0.189523473,-0.189437389,-0.041262463,0.962544441,257.0249634,154.0508881,112.9930496,-0.032711573,0.035876874,0.051903792,-7.507200718,-3.846942663,-2.909082651
1769096180.581713,,,,,,,,,,,,,,,,
1769096180.584593,,,0.006682037,,,,,,,,,,,,,
1769096180.588912,,,,,,,,,,,,,,,,
1769096180.590125,0.371810198,-6.029814243,,,,,,,,,,,,,,
1769096180.596121,,,,0.189345017,-0.190085918,-0.04140389,0.962445617,256.869751,153.9715424,112.9300766,-0.052072294,0.087909527,0.019489935,-7.528076649,-3.855716228,-2.928733587
1769096180.608046,0.371810198,-6.029814243,,,,,,,,,,,,,,
1769096180.611923,,,0.006682037,,,,,,,,,,,,,
1769096180.613857,,,,0.189186662,-0.190211385,-0.041416835,0.962451458,256.869751,153.9715424,112.9300766,-0.05367459,0.087537825,0.021714034,-7.528076649,-3.855716228,-2.928733587
1769096180.635670,0.371810198,-6.029814243,,,,,,,,,,,,,,
1769096180.639108,,,,,,,,,,,,,,,,
1769096180.641555,,,0.005010904,,,,,,,,,,,,,
1769096180.641861,,,,0.189174935,-0.190431431,-0.041511189,0.962406099,256.704895,153.8873291,112.8654099,-0.045147143,0.054204606,0.072303794,-7.54241991,-3.855224371,-2.972625971
1769096180.642521,,,0.005010904,,,,,,,,,,,,,
1769096180.645603,,,,0.188567325,-0.191035226,-0.041681934,0.96239835,256.5652466,153.8159027,112.8217011,-0.010822372,0.054304514,0.078262582,-7.574791908,-3.870715141,-2.953918219
1769096180.648662,,,,,,,,,,,,,,,,
1769096180.648843,0.343186408,-6.086753845,,,,,,,,,,,,,,
1769096180.652332,,,0.005010904,,,,,,,,,,,,,
1769096180.660740,,,,0.18768239,-0.192093924,-0.042129911,0.96234107,256.4016113,153.7322235,112.7581482,0.0042958,0.053898282,0.049842335,-7.604478836,-3.898836613,-2.954024315
1769096180.667737,0.343186408,-6.086753845,,,,,,,,,,,,,,
1769096180.670269,,,0.001669469,,,,,,,,,,,,,
1769096180.677054,,,,0.18733035,-0.192476049,-0.041945279,0.962341368,256.2375183,153.6477661,112.694397,0.023195321,0.013778487,0.067484677,-7.633799553,-3.929964304,-2.965281487
1769096180.683899,,,,,,,,,,,,,,,,
1769096180.687354,,,,,,,,,,,,,,,,
1769096180.687909,,,,,,,,,,,,,,,,
1769096180.688044,0.343149841,-5.972857952,,,,,,,,,,,,,,
1769096180.688374,,,0.001669469,,,,,,,,,,,,,
1769096180.694471,,,,0.186685428,-0.192594185,-0.041807752,0.962449074,256.0927429,153.5732727,112.6548233,0.012196477,0.017229974,0.045563422,-7.63107729,-3.951947927,-2.994565964
1769096180.702183,,,0.001669469,,,,,,,,,,,,,
1769096180.707839,0.343149841,-5.972857952,,,,,,,,,,,,,,
1769096180.709622,,,,0.186523974,-0.192618966,-0.041485582,0.962489426,256.0927429,153.5732727,112.6548233,0.007533089,0.002646221,0.037039932,-7.63107729,-3.951947927,-2.994565964
1769096180.715791,,,,,,,,,,,,,,,,
1769096180.719642,,,0,,,,,,,,,,,,,
1769096180.727704,,,,0.186261639,-0.192457542,-0.041657057,0.962565005,255.9296417,153.4884644,112.5903778,-0.012344254,-0.015311453,0.02713445,-7.630943775,-3.971854448,-3.035854101
1769096180.727987,,,,,,,,,,,,,,,,
1769096180.728155,0.157013506,-6.072485447,,,,,,,,,,,,,,
1769096180.734857,,,0,,,,,,,,,,,,,
1769096180.740300,,,,,,,,,,,,,,,,
1769096180.748553,,,,,,,,,,,,,,,,
1769096180.748715,-0.000543048,-6.186401367,,,,,,,,,,,,,,
1769096180.749047,,,,0.185931459,-0.192289546,-0.041869376,0.962653279,255.7636108,153.4020844,112.5240021,-0.048284285,0.009121493,0.017745662,-7.645395279,-3.987128019,-3.063842058
1769096180.753456,,,0.001669469,,,,,,,,,,,,,
1769096180.761048,,,,0.185631379,-0.192456722,-0.042221542,0.962662399,255.6227875,153.3285675,112.4676666,0.004815948,-0.004442965,0.007415633,-7.690599918,-3.997626305,-3.049204111
1769096180.767830,-0.000543048,-6.186401367,,,,,,,,,,,,,,
1769096180.770032,,,0.001669469,,,,,,,,,,,,,
1769096180.772197,,,,,,,,,,,,,,,,
1769096180.777478,,,,0.185323432,-0.192031279,-0.042347733,0.962801039,255.3522797,153.2043762,112.4377823,-0.013408767,-0.027394377,0.016553435,-7.86648941,-4.047563076,-3.015928268
1769096180.785014,,,0.001669469,,,,,,,,,,,,,
1769096180.787997,,,,,,,,,,,,,,,,
1769096180.788249,-0.057845015,-6.229127407,,,,,,,,,,,,,,
1769096180.793847,,,,,,,,,,,,,,,,
1769096180.795384,,,,0.184441462,-0.191803396,-0.042631872,0.963003337,255.3522797,153.2043762,112.4377823,-0.033638027,0.003626596,0.123893097,-7.86648941,-4.047563076,-3.015928268
1769096180.803643,,,0.001669469,,,,,,,,,,,,,
1769096180.809052,-0.057845015,-6.229127407,,,,,,,,,,,,,,
1769096180.810220,,,,0.184095129,-0.191640183,-0.043168157,0.963078141,255.1820526,153.1167297,112.3723755,-0.088807955,0.015365656,0.010874243,-7.892364502,-4.073906422,-3.041332722
1769096180.821870,,,,,,,,,,,,,,,,
1769096180.824603,,,0.003340603,,,,,,,,,,,,,
1769096180.827944,,,,,,,,,,,,,,,,
1769096180.828141,-0.057818908,-6.086744308,,,,,,,,,,,,,,
1769096180.833060,,,,0.184056029,-0.19194819,-0.042971328,0.963033199,255.0374451,153.0419617,112.3165207,-0.100793548,0.035163715,-0.000581669,-7.914496422,-4.089519501,-3.058174849
1769096180.833859,,,0.001669469,,,,,,,,,,,,,
1769096180.844098,,,,0.183788374,-0.191885009,-0.043915812,0.96305418,254.8634033,152.951828,112.2606277,-0.112015381,-0.037745811,0.071852043,-7.928359985,-4.100822926,-3.075991631
1769096180.847857,-0.057818908,-6.086744308,,,,,,,,,,,,,,
1769096180.857901,,,0.001669469,,,,,,,,,,,,,
1769096180.865017,,,,,,,,,,,,,,,,
1769096180.872234,,,,,,,,,,,,,,,,
1769096180.872848,-0.129370466,-5.958631992,,,,,,,,,,,,,,
1769096180.880862,,,,0.183305055,-0.191465393,-0.04512307,0.963174045,254.6921082,152.8632965,112.1940842,-0.08939229,-0.034755513,-0.003108492,-7.947774887,-4.127336025,-3.09255147
1769096180.891525,-0.129370466,-5.958631992,,,,,,,,,,,,,,
1769096180.894432,,,0.003340603,,,,,,,,,,,,,
1769096180.895307,,,,0.183469832,-0.191768095,-0.044717263,0.963101387,254.6921082,152.8632965,112.1940842,-0.026323734,-0.051082391,0.004882598,-7.947774887,-4.127336025,-3.09255147
1769096180.896471,,,0.003340603,,,,,,,,,,,,,
1769096180.898277,,,,0.18370688,-0.191863358,-0.04432575,0.963055253,254.5457001,152.786972,112.137207,0.007018802,-0.03472596,-0.033125188,-7.966861725,-4.15004921,-3.094785213
1769096180.899913,,,,,,,,,,,,,,,,
1769096180.905037,,,0.003340603,,,,,,,,,,,,,
1769096180.908588,-0.129370466,-5.958631992,,,,,,,,,,,,,,
1769096180.909983,,,,0.183658957,-0.191737115,-0.045505513,0.963034511,254.375885,152.6984406,112.0715103,0.029547382,0.005113881,0.005544443,-7.988686562,-4.161482811,-3.075765371
1769096180.916981,,,0.003340603,,,,,,,,,,,,,
1769096180.925711,,,,,,,,,,,,,,,,
1769096180.926744,,,,0.183646321,-0.191199526,-0.047312308,0.963056803,254.2253876,152.6201019,112.0370026,-0.086651899,0.101479962,-0.012575097,-8.011265755,-4.166662216,-3.061658621
1769096180.928565,,,,,,,,,,,,,,,,
1769096180.928847,-0.186588466,-5.816287041,,,,,,,,,,,,,,
1769096180.935248,,,0.005010904,,,,,,,,,,,,,
1769096180.943530,,,,0.183730066,-0.190905854,-0.047289886,0.963100135,254.0488434,152.528183,111.9702148,-0.062931083,-0.016746309,0.080586322,-8.066625595,-4.198130608,-3.025305271
1769096180.947958,-0.186588466,-5.816287041,,,,,,,,,,,,,,
1769096180.954667,,,0.005010904,,,,,,,,,,,,,
1769096180.957289,,,,,,,,,,,,,,,,
1769096180.959399,,,,0.183106273,-0.191708997,-0.048651367,0.962991655,254.0488434,152.528183,111.9702148,-0.164832011,0.030769931,0.017688317,-8.066625595,-4.198130608,-3.025305271
1769096180.967990,,,,,,,,,,,,,,,,
1769096180.968102,-0.186598912,-5.830524921,,,,,,,,,,,,,,
1769096180.969415,,,0.005010904,,,,,,,,,,,,,
1769096180.975633,,,,0.182931766,-0.19171229,-0.048956372,0.963008702,253.7499237,152.3916779,111.8872299,-0.188141495,0.012179983,0.052183572,-8.225972176,-4.268055916,-3.053994179
1769096180.983275,,,0.005010904,,,,,,,,,,,,,
1769096180.987820,-0.186598912,-5.830524921,,,,,,,,,,,,,,
1769096180.987991,,,,,,,,,,,,,,,,
1769096180.993046,,,,0.182605475,-0.192259133,-0.05080837,0.962865591,253.5978546,152.3124237,111.8305206,-0.160231233,0.047894068,0.008892714,-8.253107071,-4.2917943,-3.063573599
1769096180.996060,,,,,,,,,,,,,,,,
1769096181.001313,,,0.005010904,,,,,,,,,,,,,
1769096181.007601,,,,0.182672486,-0.192615733,-0.051623117,0.962738335,253.419693,152.2199097,111.7671967,-0.167372927,0.046564426,-0.023345323,-8.282776833,-4.310697079,-3.068118811
1769096181.008062,,,,,,,,,,,,,,,,
1769096181.008359,-0.286752939,-5.716685772,,,,,,,,,,,,,,
1769096181.009739,,,,,,,,,,,,,,,,
1769096181.017466,,,0.005010904,,,,,,,,,,,,,
1769096181.026728,,,,0.182928026,-0.193143785,-0.053088419,0.962504268,253.2380829,152.1256104,111.7001648,-0.145766318,0.027365809,0.004981325,-8.301342964,-4.310506821,-3.056409836
1769096181.027923,,,,,,,,,,,,,,,,
1769096181.028070,-0.243811324,-5.730900764,,,,,,,,,,,,,,
1769096181.032356,,,,,,,,,,,,,,,,
1769096181.034749,,,0.003340603,,,,,,,,,,,,,
1769096181.043187,,,,0.183060586,-0.193438023,-0.054046068,0.962366641,253.2380829,152.1256104,111.7001648,-0.131611317,0.003570874,-0.050164141,-8.301342964,-4.310506821,-3.056409836
1769096181.047936,,,,,,,,,,,,,,,,
1769096181.048040,-0.315403134,-5.759410858,,,,,,,,,,,,,,
1769096181.051974,,,0.003340603,,,,,,,,,,,,,
1769096181.060397,,,,0.182454869,-0.193217874,-0.054919418,0.962476492,253.0818787,152.0448303,111.6427612,-0.091800749,-0.074898325,0.084286094,-8.322865486,-4.296155453,-3.050155401
1769096181.061393,,,,,,,,,,,,,,,,
1769096181.068877,,,,,,,,,,,,,,,,
1769096181.069047,-0.35838598,-5.81637764,,,,,,,,,,,,,,
1769096181.071388,,,0.003340603,,,,,,,,,,,,,
1769096181.075800,,,,0.181945831,-0.19321686,-0.055864684,0.962518632,252.9008636,151.9515381,111.5940399,-0.085700303,-0.058435552,0.005666992,-8.33912468,-4.285018444,-3.06611824
1769096181.083646,,,0.003340603,,,,,,,,,,,,,
1769096181.087762,-0.35838598,-5.81637764,,,,,,,,,,,,,,
1769096181.094574,,,,0.181980163,-0.192614645,-0.05658504,0.962590814,252.7195892,151.8582764,111.5270233,-0.109906748,-0.098052956,-0.016443262,-8.349705696,-4.29004097,-3.094737768
1769096181.102043,,,,,,,,,,,,,,,,
1769096181.103249,,,0.005010904,,,,,,,,,,,,,
1769096181.107867,-0.35838598,-5.81637764,,,,,,,,,,,,,,
1769096181.122436,,,,0.182121858,-0.191793546,-0.057968445,0.96264565,252.5655823,151.7791443,111.4696655,-0.050008502,-0.046786517,-0.010924323,-8.361411095,-4.311977863,-3.126749516
1769096181.125795,,,0.008353171,,,,,,,,,,,,,
1769096181.130968,-0.35838598,-5.81637764,,,,,,,,,,,,,,
1769096181.131178,,,,0.182641014,-0.191358298,-0.058668472,0.962591469,252.3794403,151.6829071,111.3997955,-0.030893866,-0.030769976,-0.091370791,-8.379981995,-4.327939987,-3.159623146
1769096181.146703,,,0.008353171,,,,,,,,,,,,,
1769096181.147685,,,,0.182663634,-0.191698477,-0.058174018,0.962549567,252.3794403,151.6829071,111.3997955,0.025766071,0.009520829,0.026395263,-8.379981995,-4.327939987,-3.159623146
1769096181.148307,-0.35838598,-5.81637764,,,,,,,,,,,,,,
1769096181.154062,,,0.008353171,,,,,,,,,,,,,
1769096181.159435,,,,0.182670638,-0.190820098,-0.059463508,0.962643862,252.2227936,151.601593,111.3497162,0.023525078,0.083819628,-0.010147408,-8.380527496,-4.349769592,-3.19722414
1769096181.161366,,,,,,,,,,,,,,,,
1769096181.169102,,,0.010024305,,,,,,,,,,,,,
1769096181.169529,,,,,,,,,,,,,,,,
1769096181.169765,-0.358459085,-5.916033745,,,,,,,,,,,,,,
1769096181.176891,,,,0.182848617,-0.191280007,-0.059362091,0.962525129,252.0429688,151.5079651,111.2808762,0.029112395,0.130166158,-0.015369171,-8.408258438,-4.368314743,-3.210870981
1769096181.184338,,,,,,,,,,,,,,,,
1769096181.184603,,,0.010024305,,,,,,,,,,,,,
1769096181.188949,,,,,,,,,,,,,,,,
