time,target_x_deg,target_y_deg,gimbal_pitch_rad,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_z,angular_x,angular_y,angular_z,vel_x,vel_y,vel_z
1769096173.705999,,,,0.207246393,-0.066210844,-0.056450028,0.974411905,274.18573,164.5844116,121.9549713,0.122017898,-0.038358491,0.086052053,0.165888399,-0.27995494,-0.024302386
1769096173.711212,3.288715124,18.77174187,,,,,,,,,,,,,,
1769096173.713155,,,-0.08145944,,,,,,,,,,,,,
1769096173.721609,,,,0.206730753,-0.06545908,-0.05511868,0.974648416,274.1892395,164.5783844,121.9541245,0.100335091,-0.065436207,0.073721483,0.159720123,-0.278534442,-0.052376818
1769096173.726210,,,,,,,,,,,,,,,,
1769096173.730494,,,,,,,,,,,,,,,,
1769096173.730622,3.074122429,18.25099945,,,,,,,,,,,,,,
1769096173.731798,,,-0.076492645,,,,,,,,,,,,,
1769096173.748132,3.074122429,18.25099945,,,,,,,,,,,,,,
1769096173.759185,,,,0.206155255,-0.064748414,-0.054304555,0.97486347,274.1921692,164.5732269,121.95298,0.049943633,-0.057965185,0.083945557,0.154831782,-0.277956218,-0.074972481
1769096173.767625,,,-0.071523353,,,,,,,,,,,,,
1769096173.768037,,,,0.205500603,-0.064139351,-0.053810298,0.975069344,274.1921692,164.5732269,121.95298,0.099314846,-0.064386241,0.071150109,0.154831782,-0.277956218,-0.074972481
1769096173.768542,3.074122429,18.25099945,,,,,,,,,,,,,,
1769096173.768753,,,-0.066551566,,,,,,,,,,,,,
1769096173.773606,,,,0.204680279,-0.063826948,-0.053576339,0.975275278,274.1955261,164.5671234,121.9508896,0.111576937,-0.092423499,0.102240294,0.15400213,-0.286141992,-0.114123754
1769096173.779021,,,-0.061576445,,,,,,,,,,,,,
1769096173.783949,,,,,,,,,,,,,,,,
1769096173.787922,,,,,,,,,,,,,,,,
1769096173.788081,2.911787987,18.29235268,,,,,,,,,,,,,,
1769096173.789096,,,,0.203998983,-0.063057788,-0.053440314,0.975475371,274.1983643,164.5605927,121.9814072,0.08373569,-0.066778421,0.075963512,0.157215312,-0.266892195,-0.04471929
1769096173.795616,,,-0.056598831,,,,,,,,,,,,,
1769096173.807877,2.911787987,18.29235268,,,,,,,,,,,,,,
1769096173.809054,,,,0.203526318,-0.062312704,-0.052597929,0.975667775,274.2012939,164.5556641,121.9802628,0.001732392,-0.032475941,0.046359144,0.153976455,-0.256369203,-0.072565697
1769096173.810150,,,,,,,,,,,,,,,,
1769096173.815904,,,-0.049958404,,,,,,,,,,,,,
1769096173.817176,,,,,,,,,,,,,,,,
1769096173.821272,,,,0.202961996,-0.061824102,-0.052065104,0.975844979,274.2046204,164.5503387,121.9785385,0.036826402,-0.036102936,0.092556514,0.14664574,-0.236374646,-0.088379733
1769096173.828058,,,,,,,,,,,,,,,,
1769096173.828206,2.561784983,17.383564,,,,,,,,,,,,,,
1769096173.831388,,,-0.046636943,,,,,,,,,,,,,
1769096173.838125,,,,0.202203989,-0.061598077,-0.052003194,0.976019919,274.2046204,164.5503387,121.9785385,0.054614399,-0.044509154,0.094845638,0.14664574,-0.236374646,-0.088379733
1769096173.845908,,,-0.041651007,,,,,,,,,,,,,
